Date,Time,Ms,Category,Tag,State,Message,Value,Info,AdditionalMessage,AdditionalValue,AdditionalInfo,Else
2026-09-15,11:08:53,461,KOM_Test,OSTECH,T,LCT,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,475,KOM_Test,OSTECH,T,XTA,20.99566650390625,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,489,KOM_Test,OSTECH,T,LVA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,506,KOM_Test,OSTECH,T,XTCA,78.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,513,KOM_Test,COMMAND,T,SR830 IDN,"SR830 ID: Stanford_Research_Systems,SR830,s/n46328,ver1.07",result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,528,KOM_Test,COMMAND,T,OSTECH XTT,21.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,540,KOM_Test,COMMAND,T,OSTECH LTM,25.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,568,KOM_Test,OSTECH,T,XTVA,0.16556015610694885,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,579,KOM_Test,COMMAND,T,OSTECH GT,28.238811492919922,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,590,KOM_Test,SR830,T,"SNAP 1,2,3,4,10,11","0,0,0,0,0,0",result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,592,KOM_Test,OSTECH,T,LCA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,601,KOM_Test,COMMAND,T,OSTECH GS,"{'status_word': 3085, 'interlock_ok': True, 'driver_supply_ok': True, 'driver_temperature_ok': True, 'lt_sensor_ok': True, 'ct_sensor_ok': True, 'lc_on': False, 'lc_error': False}",result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,614,KOM_Test,OSTECH,T,LCT,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,624,KOM_Test,COMMAND,T,OSTECH GVN,8661,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,639,KOM_Test,OSTECH,T,XTA,20.99566650390625,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,664,KOM_Test,OSTECH,T,LVA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,688,KOM_Test,OSTECH,T,XTCA,78.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,696,KOM_Test,SR830,T,"SNAP 5,6,7,8,9","-0.002,0.005,-0.000666667,0.001,1000",result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,704,KOM_Test,OSTECH,T,XTVA,0.16556015610694885,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,708,KOM_Test,SR830,T,PHAS,0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,719,KOM_Test,OSTECH,T,LCA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,738,KOM_Test,SR830,T,FREQ,1000,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,744,KOM_Test,OSTECH,T,LCT,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,770,KOM_Test,OSTECH,T,XTA,20.99566650390625,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,786,KOM_Test,OSTECH,T,LVA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,809,KOM_Test,OSTECH,T,XTCA,78.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,851,KOM_Test,SR830,T,"SNAP 1,2,3,4,10,11","0,0,0,0,0,0",result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,852,KOM_Test,OSTECH,T,XTVA,0.16556015610694885,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,852,KOM_Test,OSTECH,T,LCA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,856,KOM_Test,OSTECH,T,LCT,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,869,KOM_Test,OSTECH,T,XTA,20.99566650390625,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,896,KOM_Test,OSTECH,T,LVA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,914,KOM_Test,OSTECH,T,XTCA,78.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,936,KOM_Test,SR830,T,"SNAP 5,6,7,8,9","-0.002,0.00666667,-0.000666667,-0.002,1000",result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,942,KOM_Test,OSTECH,T,XTVA,0.16556015610694885,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,951,KOM_Test,SR830,T,PHAS,0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,962,KOM_Test,OSTECH,T,LCA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,979,KOM_Test,SR830,T,FREQ,1000,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:53,987,KOM_Test,OSTECH,T,LCT,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,004,KOM_Test,OSTECH,T,XTA,20.996231079101562,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,018,KOM_Test,OSTECH,T,LVA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,035,KOM_Test,OSTECH,T,XTCA,78.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,055,KOM_Test,SR830,T,"SNAP 1,2,3,4,10,11","0,0,0,0,0,0",result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,056,KOM_Test,OSTECH,T,XTVA,0.16556015610694885,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,069,KOM_Test,OSTECH,T,LCA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,099,KOM_Test,OSTECH,T,LCT,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,119,KOM_Test,OSTECH,T,XTA,20.996231079101562,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,135,KOM_Test,OSTECH,T,LVA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,155,KOM_Test,OSTECH,T,XTCA,78.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,170,KOM_Test,OSTECH,T,XTVA,0.16556015610694885,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,171,KOM_Test,SR830,T,"SNAP 5,6,7,8,9","-0.00333333,0.00633333,-0.000666667,0.001,1000",result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,185,KOM_Test,OSTECH,T,LCA,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,186,KOM_Test,SR830,T,PHAS,0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,11:08:54,203,KOM_Test,OSTECH,T,LCT,0.0,result,Kommunikations-Test fuer SR830 und OSTECH,,,
