Date,Time,Ms,Category,Tag,State,Message,Value,Info,AdditionalMessage,AdditionalValue,AdditionalInfo,Else
2026-09-15,10:31:24,211,KOM_Test,SR830,I,startup,SR830 ist nicht verbunden.,status,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,10:31:24,211,KOM_Test,OSTECH,I,startup,OSTECH ist nicht verbunden.,status,Kommunikations-Test fuer SR830 und OSTECH,,,
