Date,Time,Ms,Category,Tag,State,Message,Value,Info,AdditionalMessage,AdditionalValue,AdditionalInfo,Else
2026-09-15,17:14:44,513,KOM_Test,SR830,I,startup,SR830 ist nicht verbunden.,status,Kommunikations-Test fuer SR830 und OSTECH,,,
2026-09-15,17:14:44,513,KOM_Test,OSTECH,I,startup,OSTECH ist nicht verbunden.,status,Kommunikations-Test fuer SR830 und OSTECH,,,
