Timestamp;Device;Command;Raw_Response;Decoded_Info;Latency_ms










2026-08-03 20:33:08;SESSION;START;HARDWARE;;0
2026-08-03 20:33:08.848;CONFIG;PORT_LASER;None;;0.00
2026-08-03 20:33:08.849;CONFIG;PORT_LOCKIN;None;;0.00
2026-08-03 20:33:08.849;CONFIG;BAUDRATE_LASER;9600;;0.00
2026-08-03 20:33:08.850;CONFIG;BAUDRATE_LOCKIN;19200;;0.00
2026-08-03 20:33:08.850;CONFIG;INTERVAL_LASER;1.0;;0.00
2026-08-03 20:33:08.851;CONFIG;INTERVAL_LOCKIN;0.1;;0.00
2026-08-03 20:33:08.851;CONFIG;LOG_PREFIX;M;;0.00
2026-08-03 20:33:08.852;CONFIG;SIMULATE;False;;0.00
2026-08-03 20:33:08.852;CONFIG;CAPTURE_INPUT;True;;0.00
2026-08-03 20:33:08.854;CONFIG;INSERT_SEPARATOR;True;;0.00
2026-08-03 20:33:08.855;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:08.855;TERMINAL;OUTPUT;================================================================================;;0
2026-08-03 20:33:08.856;TERMINAL;OUTPUT;HARDWARE RS232 / USB KOMMUNIKATIONSSYSTEM - AKTIVER MODUS;;0
2026-08-03 20:33:08.857;TERMINAL;OUTPUT;================================================================================;;0
2026-08-03 20:33:08.857;TERMINAL;OUTPUT;✓ pyserial ist verfügbar - Hardware-Modus aktiv;;0
2026-08-03 20:33:08.858;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:08.859;TERMINAL;OUTPUT;================================================================================;;0
2026-08-03 20:33:08.859;TERMINAL;OUTPUT;SUCHE NACH VERFÜGBAREN SERIELLEN PORTS...;;0
2026-08-03 20:33:08.860;TERMINAL;OUTPUT;================================================================================;;0
2026-08-03 20:33:08.870;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:08.871;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
2026-08-03 20:33:09.181;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:09.181;TERMINAL;OUTPUT;Suche serielle Ports... /;;0
2026-08-03 20:33:09.487;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:09.488;TERMINAL;OUTPUT;Suche serielle Ports... -;;0
2026-08-03 20:33:09.793;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:09.793;TERMINAL;OUTPUT;Suche serielle Ports... \;;0
2026-08-03 20:33:10.104;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:10.105;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
2026-08-03 20:33:10.413;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:10.414;TERMINAL;OUTPUT;Suche serielle Ports... /;;0
2026-08-03 20:33:10.722;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:10.722;TERMINAL;OUTPUT;Suche serielle Ports... -;;0
2026-08-03 20:33:11.032;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:11.033;TERMINAL;OUTPUT;Suche serielle Ports... \;;0
2026-08-03 20:33:11.344;TERMINAL;OUTPUT;;;0
2026-08-03 20:33:11.345;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
