Timestamp;Device;Command;Raw_Response;Decoded_Info;Latency_ms










2026-08-03 20:55:08;SESSION;START;HARDWARE;;0
2026-08-03 20:55:08.148;CONFIG;PORT_LASER;None;;0.00
2026-08-03 20:55:08.148;CONFIG;PORT_LOCKIN;None;;0.00
2026-08-03 20:55:08.148;CONFIG;BAUDRATE_LASER;9600;;0.00
2026-08-03 20:55:08.149;CONFIG;BAUDRATE_LOCKIN;19200;;0.00
2026-08-03 20:55:08.149;CONFIG;INTERVAL_LASER;1.0;;0.00
2026-08-03 20:55:08.150;CONFIG;INTERVAL_LOCKIN;0.1;;0.00
2026-08-03 20:55:08.150;CONFIG;LOG_PREFIX;M;;0.00
2026-08-03 20:55:08.151;CONFIG;SIMULATE;False;;0.00
2026-08-03 20:55:08.151;CONFIG;CAPTURE_INPUT;True;;0.00
2026-08-03 20:55:08.152;CONFIG;INSERT_SEPARATOR;True;;0.00
2026-08-03 20:55:08.153;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:08.153;TERMINAL;OUTPUT;================================================================================;;0
2026-08-03 20:55:08.155;TERMINAL;OUTPUT;HARDWARE RS232 / USB KOMMUNIKATIONSSYSTEM - AKTIVER MODUS;;0
2026-08-03 20:55:08.155;TERMINAL;OUTPUT;================================================================================;;0
2026-08-03 20:55:08.155;TERMINAL;OUTPUT;✓ pyserial ist verfügbar - Hardware-Modus aktiv;;0
2026-08-03 20:55:08.155;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:08.155;TERMINAL;OUTPUT;================================================================================;;0
2026-08-03 20:55:08.157;TERMINAL;OUTPUT;SUCHE NACH VERFÜGBAREN SERIELLEN PORTS...;;0
2026-08-03 20:55:08.157;TERMINAL;OUTPUT;================================================================================;;0
2026-08-03 20:55:08.164;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:08.165;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
2026-08-03 20:55:08.470;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:08.470;TERMINAL;OUTPUT;Suche serielle Ports... /;;0
2026-08-03 20:55:08.781;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:08.782;TERMINAL;OUTPUT;Suche serielle Ports... -;;0
2026-08-03 20:55:09.093;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:09.094;TERMINAL;OUTPUT;Suche serielle Ports... \;;0
2026-08-03 20:55:09.405;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:09.406;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
2026-08-03 20:55:09.718;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:09.719;TERMINAL;OUTPUT;Suche serielle Ports... /;;0
2026-08-03 20:55:10.024;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:10.024;TERMINAL;OUTPUT;Suche serielle Ports... -;;0
2026-08-03 20:55:10.331;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:10.332;TERMINAL;OUTPUT;Suche serielle Ports... \;;0
2026-08-03 20:55:10.643;TERMINAL;OUTPUT;;;0
2026-08-03 20:55:10.644;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
