Timestamp;Device;Command;Raw_Response;Decoded_Info;Latency_ms










2026-08-04 09:49:14;SESSION;START;HARDWARE;;0
2026-08-04 09:49:14.158;CONFIG;PORT_LASER;None;;0.00
2026-08-04 09:49:14.158;CONFIG;PORT_LOCKIN;None;;0.00
2026-08-04 09:49:14.158;CONFIG;BAUDRATE_LASER;9600;;0.00
2026-08-04 09:49:14.160;CONFIG;BAUDRATE_LOCKIN;19200;;0.00
2026-08-04 09:49:14.160;CONFIG;INTERVAL_LASER;1.0;;0.00
2026-08-04 09:49:14.160;CONFIG;INTERVAL_LOCKIN;0.1;;0.00
2026-08-04 09:49:14.160;CONFIG;LOG_PREFIX;M;;0.00
2026-08-04 09:49:14.160;CONFIG;SIMULATE;False;;0.00
2026-08-04 09:49:14.164;CONFIG;CAPTURE_INPUT;True;;0.00
2026-08-04 09:49:14.166;CONFIG;INSERT_SEPARATOR;True;;0.00
2026-08-04 09:49:14.166;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:14.166;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 09:49:14.166;TERMINAL;OUTPUT;HARDWARE RS232 / USB KOMMUNIKATIONSSYSTEM - AKTIVER MODUS;;0
2026-08-04 09:49:14.166;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 09:49:14.171;TERMINAL;OUTPUT;✓ pyserial ist verfügbar - Hardware-Modus aktiv;;0
2026-08-04 09:49:14.173;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:14.174;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 09:49:14.175;TERMINAL;OUTPUT;SUCHE NACH VERFÜGBAREN SERIELLEN PORTS...;;0
2026-08-04 09:49:14.176;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 09:49:14.189;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:14.190;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
2026-08-04 09:49:14.506;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:14.506;TERMINAL;OUTPUT;Suche serielle Ports... /;;0
2026-08-04 09:49:14.817;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:14.817;TERMINAL;OUTPUT;Suche serielle Ports... -;;0
2026-08-04 09:49:15.129;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:15.129;TERMINAL;OUTPUT;Suche serielle Ports... \;;0
2026-08-04 09:49:15.444;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:15.444;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
2026-08-04 09:49:15.763;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:15.765;TERMINAL;OUTPUT;Suche serielle Ports... /;;0
2026-08-04 09:49:16.077;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:16.077;TERMINAL;OUTPUT;Suche serielle Ports... -;;0
2026-08-04 09:49:16.386;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:16.388;TERMINAL;OUTPUT;Suche serielle Ports... \;;0
2026-08-04 09:49:16.698;TERMINAL;OUTPUT;;;0
2026-08-04 09:49:16.700;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
