Date,Time,Ms,Category,Tag,State,Message,Value,Info,AdditionalMessage,AdditionalValue,AdditionalInfo,Else
2026-09-11,10:10:09,875,KOM_Test,SR830,T,Proramm start,Ask,Komunkiations Test für SR830 und OSTECH,,,,
2026-09-11,10:10:10,427,KOM_Test,SR830,T,SR830 Kom Test Start,Ask,Komunkiations Test für SR830 und OSTECH,,,,
2026-09-11,10:10:10,492,KOM_Test,SR830,T,SR830 Kom Test Start,"b'Stanford_Research_Systems,SR830,s/n46328,ver1.07 \r'",Raw,Komunkiations Test für SR830 und OSTECH,,,
2026-09-11,10:10:10,500,KOM_Test,SR830,T,SR830 Kom Test Start,"Stanford_Research_Systems,SR830,s/n46328,ver1.07",Decoded,Komunkiations Test für SR830 und OSTECH,,,
2026-09-11,10:10:11,047,KOM_Test,OSTECH,T,OSTECH Kom Test Start,Ask,Komunkiations Test für SR830 und OSTECH,,,,
2026-09-11,10:10:11,057,KOM_Test,OSTECH,T,OSTECH Kom Test Start,b'GMS8\r',Raw,Komunkiations Test für SR830 und OSTECH,,,
2026-09-11,10:10:11,057,KOM_Test,OSTECH,T,OSTECH Kom Test Start,GMS8,Decoded,Komunkiations Test für SR830 und OSTECH,,,
