Timestamp;Device;Command;Raw_Response;Decoded_Info;Latency_ms










2026-08-04 10:01:03;SESSION;START;HARDWARE;;0
2026-08-04 10:01:03.607;CONFIG;PORT_LASER;None;;0.00
2026-08-04 10:01:03.607;CONFIG;PORT_LOCKIN;None;;0.00
2026-08-04 10:01:03.607;CONFIG;BAUDRATE_LASER;9600;;0.00
2026-08-04 10:01:03.607;CONFIG;BAUDRATE_LOCKIN;19200;;0.00
2026-08-04 10:01:03.607;CONFIG;INTERVAL_LASER;1.0;;0.00
2026-08-04 10:01:03.607;CONFIG;INTERVAL_LOCKIN;0.1;;0.00
2026-08-04 10:01:03.616;CONFIG;LOG_PREFIX;M;;0.00
2026-08-04 10:01:03.618;CONFIG;SIMULATE;False;;0.00
2026-08-04 10:01:03.618;CONFIG;CAPTURE_INPUT;True;;0.00
2026-08-04 10:01:03.619;CONFIG;INSERT_SEPARATOR;True;;0.00
2026-08-04 10:01:03.621;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:03.621;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 10:01:03.626;TERMINAL;OUTPUT;HARDWARE RS232 / USB KOMMUNIKATIONSSYSTEM - AKTIVER MODUS;;0
2026-08-04 10:01:03.628;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 10:01:03.631;TERMINAL;OUTPUT;✓ pyserial ist verfügbar - Hardware-Modus aktiv;;0
2026-08-04 10:01:03.633;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:03.635;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 10:01:03.636;TERMINAL;OUTPUT;SUCHE NACH VERFÜGBAREN SERIELLEN PORTS...;;0
2026-08-04 10:01:03.637;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 10:01:03.654;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:03.655;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
2026-08-04 10:01:03.966;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:03.967;TERMINAL;OUTPUT;Suche serielle Ports... /;;0
2026-08-04 10:01:04.277;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:04.277;TERMINAL;OUTPUT;Suche serielle Ports... -;;0
2026-08-04 10:01:04.601;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:04.604;TERMINAL;OUTPUT;Suche serielle Ports... \;;0
2026-08-04 10:01:04.919;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:04.919;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
2026-08-04 10:01:05.239;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:05.239;TERMINAL;OUTPUT;Suche serielle Ports... /;;0
2026-08-04 10:01:05.550;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:05.552;TERMINAL;OUTPUT;Suche serielle Ports... -;;0
2026-08-04 10:01:05.864;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:05.866;TERMINAL;OUTPUT;Suche serielle Ports... \;;0
2026-08-04 10:01:06.177;TERMINAL;OUTPUT;;;0
2026-08-04 10:01:06.179;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
