Timestamp;Device;Command;Raw_Response;Decoded_Info;Latency_ms










2026-08-04 13:19:05;SESSION;START;HARDWARE;;0
2026-08-04 13:19:05.518;CONFIG;PORT_LASER;None;;0.00
2026-08-04 13:19:05.518;CONFIG;PORT_LOCKIN;None;;0.00
2026-08-04 13:19:05.518;CONFIG;BAUDRATE_LASER;9600;;0.00
2026-08-04 13:19:05.518;CONFIG;BAUDRATE_LOCKIN;19200;;0.00
2026-08-04 13:19:05.518;CONFIG;INTERVAL_LASER;1.0;;0.00
2026-08-04 13:19:05.518;CONFIG;INTERVAL_LOCKIN;0.1;;0.00
2026-08-04 13:19:05.518;CONFIG;LOG_PREFIX;M;;0.00
2026-08-04 13:19:05.518;CONFIG;SIMULATE;False;;0.00
2026-08-04 13:19:05.518;CONFIG;CAPTURE_INPUT;True;;0.00
2026-08-04 13:19:05.518;CONFIG;INSERT_SEPARATOR;True;;0.00
2026-08-04 13:19:05.531;TERMINAL;OUTPUT;;;0
2026-08-04 13:19:05.532;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 13:19:05.532;TERMINAL;OUTPUT;HARDWARE RS232 / USB KOMMUNIKATIONSSYSTEM - AKTIVER MODUS;;0
2026-08-04 13:19:05.533;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 13:19:05.534;TERMINAL;OUTPUT;✓ pyserial ist verfügbar - Hardware-Modus aktiv;;0
2026-08-04 13:19:05.535;TERMINAL;OUTPUT;;;0
2026-08-04 13:19:05.536;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 13:19:05.537;TERMINAL;OUTPUT;SUCHE NACH VERFÜGBAREN SERIELLEN PORTS...;;0
2026-08-04 13:19:05.537;TERMINAL;OUTPUT;================================================================================;;0
2026-08-04 13:19:05.553;TERMINAL;OUTPUT;Gefundene serielle Ports:;;0
2026-08-04 13:19:05.554;TERMINAL;OUTPUT;  1. COM3 - Prolific PL2303GT USB Serial COM Port (COM3);;0
2026-08-04 13:19:05.554;TERMINAL;OUTPUT;  2. COM4 - Prolific PL2303GT USB Serial COM Port (COM4);;0
2026-08-04 13:19:19.305;TERMINAL;OUTPUT;;;0
2026-08-04 13:19:19.305;TERMINAL;OUTPUT;Auto-Erkennungsergebnisse:;;0
2026-08-04 13:19:19.305;TERMINAL;OUTPUT;  COM3 - Prolific PL2303GT USB Serial COM Port (COM3) -> unbekannt;;0
2026-08-04 13:19:19.307;TERMINAL;OUTPUT;  COM4 - Prolific PL2303GT USB Serial COM Port (COM4) -> unbekannt;;0
2026-08-04 13:19:19.307;TERMINAL;OUTPUT;;;0
2026-08-04 13:19:19.309;TERMINAL;OUTPUT;[OsTech-Laser] Gib den Port ein (z.B. COM3 oder /dev/serial/by-id/usb-...): ;;0
2026-08-04 13:19:24.455;TERMINAL;OUTPUT;"[INPUT] 
[OsTech-Laser] Gib den Port ein (z.B. COM3 oder /dev/serial/by-id/usb-...): COM3";;0
2026-08-04 13:19:24.455;TERMINAL;OUTPUT;;;0
2026-08-04 13:19:24.457;TERMINAL;OUTPUT;[SR830-LockIn] Gib den Port ein (z.B. COM4 oder /dev/serial/by-id/usb-...): ;;0
