Timestamp;Device;Command;Raw_Response;Decoded_Info;Latency_ms










2026-07-29 17:26:46;SESSION;START;HARDWARE;;0
2026-07-29 17:26:46.409;CONFIG;PORT_LASER;None;;0.00
2026-07-29 17:26:46.410;CONFIG;PORT_LOCKIN;None;;0.00
2026-07-29 17:26:46.411;CONFIG;BAUDRATE_LASER;9600;;0.00
2026-07-29 17:26:46.412;CONFIG;BAUDRATE_LOCKIN;19200;;0.00
2026-07-29 17:26:46.413;CONFIG;INTERVAL_LASER;1.0;;0.00
2026-07-29 17:26:46.413;CONFIG;INTERVAL_LOCKIN;0.1;;0.00
2026-07-29 17:26:46.414;CONFIG;LOG_PREFIX;M;;0.00
2026-07-29 17:26:46.415;CONFIG;SIMULATE;False;;0.00
2026-07-29 17:26:46.416;CONFIG;CAPTURE_INPUT;True;;0.00
2026-07-29 17:26:46.417;CONFIG;INSERT_SEPARATOR;True;;0.00
2026-07-29 17:26:46.420;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:46.421;TERMINAL;OUTPUT;================================================================================;;0
2026-07-29 17:26:46.422;TERMINAL;OUTPUT;HARDWARE RS232 / USB KOMMUNIKATIONSSYSTEM - AKTIVER MODUS;;0
2026-07-29 17:26:46.423;TERMINAL;OUTPUT;================================================================================;;0
2026-07-29 17:26:46.425;TERMINAL;OUTPUT;✓ pyserial ist verfügbar - Hardware-Modus aktiv;;0
2026-07-29 17:26:46.426;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:46.427;TERMINAL;OUTPUT;================================================================================;;0
2026-07-29 17:26:46.428;TERMINAL;OUTPUT;SUCHE NACH VERFÜGBAREN SERIELLEN PORTS...;;0
2026-07-29 17:26:46.429;TERMINAL;OUTPUT;================================================================================;;0
2026-07-29 17:26:46.452;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:46.453;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
2026-07-29 17:26:46.764;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:46.766;TERMINAL;OUTPUT;Suche serielle Ports... /;;0
2026-07-29 17:26:47.075;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:47.077;TERMINAL;OUTPUT;Suche serielle Ports... -;;0
2026-07-29 17:26:47.386;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:47.387;TERMINAL;OUTPUT;Suche serielle Ports... \;;0
2026-07-29 17:26:47.697;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:47.700;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
2026-07-29 17:26:48.013;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:48.014;TERMINAL;OUTPUT;Suche serielle Ports... /;;0
2026-07-29 17:26:48.327;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:48.329;TERMINAL;OUTPUT;Suche serielle Ports... -;;0
2026-07-29 17:26:48.639;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:48.640;TERMINAL;OUTPUT;Suche serielle Ports... \;;0
2026-07-29 17:26:48.950;TERMINAL;OUTPUT;;;0
2026-07-29 17:26:48.951;TERMINAL;OUTPUT;Suche serielle Ports... |;;0
